Airport,Type,Area,Year,Month,City,Arrive | From,Departure | To,Transit
CNX,City,Domestic,2013,-,Samui,1225,49207,
CNX,City,Domestic,2013,-,Mae Sot,5863,5498,
CNX,City,Domestic,2013,-,Ubon Ratchathani,3707,3416,
CNX,City,Domestic,2013,-,Krabi,2588,3448,
CNX,City,Domestic,2013,-,Others,4660,4034,
CNX,Passenger,International,2014,January,-,62753,54677,425
CNX,Passenger,International,2014,Febuary,-,58129,64581,616
CNX,Passenger,International,2014,March,-,52305,55558,302
CNX,Passenger,International,2014,April,-,55056,51348,136
CNX,Passenger,International,2014,May,-,47118,47271,76
CNX,Passenger,International,2014,June,-,42460,42198,151
CNX,Passenger,International,2014,July,-,52929,47006,94
CNX,Passenger,International,2014,August,-,54653,55011,271
CNX,Passenger,International,2014,September,-,48200,45074,49
CNX,Passenger,International,2014,October,-,59166,56602,248
CNX,Passenger,International,2014,November,-,64339,59991,1
CNX,Passenger,International,2014,December,-,74856,69837,5
CNX,Passenger,Domestic,2014,January,-,239263,255158,0
CNX,Passenger,Domestic,2014,Febuary,-,205911,226409,0
CNX,Passenger,Domestic,2014,March,-,200820,218784,0
CNX,Passenger,Domestic,2014,April,-,200731,206001,0
CNX,Passenger,Domestic,2014,May,-,180423,182648,0
CNX,Passenger,Domestic,2014,June,-,171285,173668,0
CNX,Passenger,Domestic,2014,July,-,205064,207702,0
CNX,Passenger,Domestic,2014,August,-,212310,227581,0
CNX,Passenger,Domestic,2014,September,-,188282,193204,0
CNX,Passenger,Domestic,2014,October,-,245515,243213,38
CNX,Passenger,Domestic,2014,November,-,257239,266723,148
CNX,Passenger,Domestic,2014,December,-,305917,293095,0
CNX,Flight,International,2014,January,-,546,544,
CNX,Flight,International,2014,Febuary,-,539,543,
CNX,Flight,International,2014,March,-,528,528,
CNX,Flight,International,2014,April,-,495,495,
CNX,Flight,International,2014,May,-,483,483,
CNX,Flight,International,2014,June,-,456,457,
CNX,Flight,International,2014,July,-,460,461,
CNX,Flight,International,2014,August,-,471,469,
CNX,Flight,International,2014,September,-,444,442,
CNX,Flight,International,2014,October,-,526,534,
CNX,Flight,International,2014,November,-,540,554,
CNX,Flight,International,2014,December,-,603,617,
CNX,Flight,Domestic,2014,January,-,1926,1926,
CNX,Flight,Domestic,2014,Febuary,-,1650,1649,
CNX,Flight,Domestic,2014,March,-,1716,1717,
CNX,Flight,Domestic,2014,April,-,1568,1568,
CNX,Flight,Domestic,2014,May,-,1504,1504,
CNX,Flight,Domestic,2014,June,-,1362,1362,
CNX,Flight,Domestic,2014,July,-,1464,1462,
CNX,Flight,Domestic,2014,August,-,1586,1587,
CNX,Flight,Domestic,2014,September,-,1489,1490,
CNX,Flight,Domestic,2014,October,-,1840,1833,
CNX,Flight,Domestic,2014,November,-,1953,1941,
CNX,Flight,Domestic,2014,December,-,2172,2155,
CNX,Freight,International,2014,January,-,10,17,0
CNX,Freight,International,2014,Febuary,-,9,24,0
CNX,Freight,International,2014,March,-,11,62,0
CNX,Freight,International,2014,April,-,11,29,0
CNX,Freight,International,2014,May,-,10,65,0
CNX,Freight,International,2014,June,-,6,55,0
CNX,Freight,International,2014,July,-,7,53,0
CNX,Freight,International,2014,August,-,13,142,0
CNX,Freight,International,2014,September,-,36,87,0
CNX,Freight,International,2014,October,-,43,87,0
CNX,Freight,International,2014,November,-,46,96,0
CNX,Freight,International,2014,December,-,77,129,0
CNX,Freight,Domestic,2014,January,-,365,1111,0
CNX,Freight,Domestic,2014,Febuary,-,323,1136,0
CNX,Freight,Domestic,2014,March,-,359,1101,0
CNX,Freight,Domestic,2014,April,-,397,925,0
CNX,Freight,Domestic,2014,May,-,353,1086,0
CNX,Freight,Domestic,2014,June,-,406,1010,0
CNX,Freight,Domestic,2014,July,-,380,1093,0
CNX,Freight,Domestic,2014,August,-,183,962,0
CNX,Freight,Domestic,2014,September,-,248,1030,0
CNX,Freight,Domestic,2014,October,-,314,1056,0
CNX,Freight,Domestic,2014,November,-,326,1035,0
CNX,Freight,Domestic,2014,December,-,305,1169,0
CNX,City,International,2014,-,Hong Kong,129477,122559,
CNX,City,International,2014,-,Kuala Lumpur,94038,90756,
CNX,City,International,2014,-,Seoul/Incheon,72914,74457,
CNX,City,International,2014,-,Shanghai/Pudong,57897,55591,
CNX,City,International,2014,-,Singapore,51769,49390,
CNX,City,International,2014,-,Macau,50138,47871,
CNX,City,International,2014,-,Hangzhou,44983,43830,
CNX,City,International,2014,-,Kunming,40659,37792,
CNX,City,International,2014,-,Beijing,20861,18841,
CNX,City,International,2014,-,Chengdu,19859,19595,
CNX,City,International,2014,-,Others,89369,88472,
CNX,City,Domestic,2014,-,Don Mueang,1416088,1419975,
CNX,City,Domestic,2014,-,Suvarnabhumi,826336,821338,
CNX,City,Domestic,2014,-,Phuket,141755,181091,
CNX,City,Domestic,2014,-,Hat Yai,74779,74232,
CNX,City,Domestic,2014,-,Krabi,55111,69797,
CNX,City,Domestic,2014,-,Udon Thani,47378,47089,
CNX,City,Domestic,2014,-,Samui,17761,47675,
CNX,City,Domestic,2014,-,Mae Hong Son,17734,16655,
CNX,City,Domestic,2014,-,Surat Thani,7509,8891,
CNX,City,Domestic,2014,-,Pai,2515,2297,
CNX,City,Domestic,2014,-,Others,5794,5146,
HKT,Passenger,International,2012,January,-,286298,291342,1313
HKT,Passenger,International,2012,Febuary,-,230570,241226,1253
HKT,Passenger,International,2012,March,-,213799,234544,385
HKT,Passenger,International,2012,April,-,184477,201636,916
HKT,Passenger,International,2012,May,-,144278,159626,1114
HKT,Passenger,International,2012,June,-,145267,146416,539
HKT,Passenger,International,2012,July,-,194226,190155,1658
HKT,Passenger,International,2012,August,-,208619,217634,1315
HKT,Passenger,International,2012,September,-,165453,156657,2182
HKT,Passenger,International,2012,October,-,209981,202319,1369
HKT,Passenger,International,2012,November,-,243957,219584,1071
HKT,Passenger,International,2012,December,-,297632,255522,605
HKT,Passenger,Domestic,2012,January,-,205985,216233,190
HKT,Passenger,Domestic,2012,Febuary,-,192781,202044,0
HKT,Passenger,Domestic,2012,March,-,196266,205107,178
HKT,Passenger,Domestic,2012,April,-,189164,194571,142
HKT,Passenger,Domestic,2012,May,-,158224,167103,95
HKT,Passenger,Domestic,2012,June,-,160901,157489,274
HKT,Passenger,Domestic,2012,July,-,185134,181406,0
HKT,Passenger,Domestic,2012,August,-,202620,206288,0
HKT,Passenger,Domestic,2012,September,-,156834,152801,0
HKT,Passenger,Domestic,2012,October,-,191649,185849,197
HKT,Passenger,Domestic,2012,November,-,188706,175016,378
HKT,Passenger,Domestic,2012,December,-,206116,185778,145
HKT,Flight,International,2012,January,-,1729,1690,
HKT,Flight,International,2012,Febuary,-,1343,1305,
HKT,Flight,International,2012,March,-,1376,1340,
HKT,Flight,International,2012,April,-,1289,1257,
HKT,Flight,International,2012,May,-,1188,1157,
HKT,Flight,International,2012,June,-,1072,1044,
HKT,Flight,International,2012,July,-,1277,1239,
HKT,Flight,International,2012,August,-,1359,1327,
HKT,Flight,International,2012,September,-,1199,1172,
HKT,Flight,International,2012,October,-,1345,1345,
HKT,Flight,International,2012,November,-,1501,1481,
HKT,Flight,International,2012,December,-,1708,1685,
HKT,Flight,Domestic,2012,January,-,1228,1270,
HKT,Flight,Domestic,2012,Febuary,-,1119,1154,
HKT,Flight,Domestic,2012,March,-,1172,1213,
HKT,Flight,Domestic,2012,April,-,1183,1211,
HKT,Flight,Domestic,2012,May,-,1194,1226,
HKT,Flight,Domestic,2012,June,-,1103,1133,
HKT,Flight,Domestic,2012,July,-,1185,1223,
HKT,Flight,Domestic,2012,August,-,1190,1218,
HKT,Flight,Domestic,2012,September,-,1079,1109,
HKT,Flight,Domestic,2012,October,-,1213,1213,
HKT,Flight,Domestic,2012,November,-,1193,1210,
HKT,Flight,Domestic,2012,December,-,1260,1279,
HKT,Freight,International,2012,January,-,308,977,23
HKT,Freight,International,2012,Febuary,-,235,676,16
HKT,Freight,International,2012,March,-,435,999,0
HKT,Freight,International,2012,April,-,311,968,0
HKT,Freight,International,2012,May,-,221,979,0
HKT,Freight,International,2012,June,-,197,772,15
HKT,Freight,International,2012,July,-,261,834,23
HKT,Freight,International,2012,August,-,224,611,56
HKT,Freight,International,2012,September,-,252,876,93
HKT,Freight,International,2012,October,-,477,897,55
HKT,Freight,International,2012,November,-,740,1015,0
HKT,Freight,International,2012,December,-,847,1145,0
HKT,Freight,Domestic,2012,January,-,946,893,0
HKT,Freight,Domestic,2012,Febuary,-,984,746,0
HKT,Freight,Domestic,2012,March,-,1118,801,0
HKT,Freight,Domestic,2012,April,-,895,569,0
HKT,Freight,Domestic,2012,May,-,849,487,0
HKT,Freight,Domestic,2012,June,-,726,473,0
HKT,Freight,Domestic,2012,July,-,766,534,0
HKT,Freight,Domestic,2012,August,-,874,455,0
HKT,Freight,Domestic,2012,September,-,850,494,0
HKT,Freight,Domestic,2012,October,-,897,589,0
HKT,Freight,Domestic,2012,November,-,1051,838,0
HKT,Freight,Domestic,2012,December,-,1093,870,0
HKT,City,International,2012,-,Singapore,440266,443838,
HKT,City,International,2012,-,Kuala Lumpur,287759,290565,
HKT,City,International,2012,-,Hong Kong,283516,284018,
HKT,City,International,2012,-,Seoul/Incheon,267348,267977,
HKT,City,International,2012,-,Domodedovo,117640,116010,
HKT,City,International,2012,-,Shanghai/Pudong,87739,88495,
HKT,City,International,2012,-,Chengdu,76528,76375,
HKT,City,International,2012,-,Abu Dhabi,57732,57476,
HKT,City,International,2012,-,Chongqing,58315,56699,
HKT,City,International,2012,-,Aranda,59718,52315,
HKT,City,International,2012,-,Others,798996,782894,
HKT,City,Domestic,2012,-,Suvarnabhumi,1613298,1688898,
HKT,City,Domestic,2012,-,Don Mueang,283617,276270,
HKT,City,Domestic,2012,-,Chiang Mai,172704,103795,
HKT,City,Domestic,2012,-,Samui,75029,83508,
HKT,City,Domestic,2012,-,Udon Thani,45164,44790,
HKT,City,Domestic,2012,-,U-Tapao,16345,15648,
HKT,City,Domestic,2012,-,Surat Thani,13749,13273,
HKT,City,Domestic,2012,-,Ubon Ratchathani,13501,13343,
HKT,City,Domestic,2012,-,Krabi,320,12,
HKT,City,Domestic,2012,-,Hat Yai,174,12,
HKT,City,Domestic,2012,-,Others,479,399,
HKT,Passenger,International,2013,January,-,300535,310225,482
HKT,Passenger,International,2013,Febuary,-,315647,323216,744
HKT,Passenger,International,2013,March,-,284950,303703,717
HKT,Passenger,International,2013,April,-,242354,264323,558
HKT,Passenger,International,2013,May,-,208989,227528,448
HKT,Passenger,International,2013,June,-,224318,215342,813
HKT,Passenger,International,2013,July,-,248143,245563,1738
HKT,Passenger,International,2013,August,-,265525,275078,2432
HKT,Passenger,International,2013,September,-,228256,219027,2218
HKT,Passenger,International,2013,October,-,256598,244688,2286
HKT,Passenger,International,2013,November,-,285885,266494,431
HKT,Passenger,International,2013,December,-,328462,285689,206
HKT,Passenger,Domestic,2013,January,-,211468,224656,191
HKT,Passenger,Domestic,2013,Febuary,-,209514,214150,0
HKT,Passenger,Domestic,2013,March,-,220633,225603,32
HKT,Passenger,Domestic,2013,April,-,203626,211310,0
HKT,Passenger,Domestic,2013,May,-,178236,192493,136
HKT,Passenger,Domestic,2013,June,-,177380,171640,0
HKT,Passenger,Domestic,2013,July,-,204363,198094,339
HKT,Passenger,Domestic,2013,August,-,226684,236743,0
HKT,Passenger,Domestic,2013,September,-,193264,190099,137
HKT,Passenger,Domestic,2013,October,-,217913,212737,156
HKT,Passenger,Domestic,2013,November,-,209902,204968,132
HKT,Passenger,Domestic,2013,December,-,223728,198387,166
HKT,Flight,International,2013,January,-,1784,1777,
HKT,Flight,International,2013,Febuary,-,1800,1781,
HKT,Flight,International,2013,March,-,1704,1691,
HKT,Flight,International,2013,April,-,1589,1593,
HKT,Flight,International,2013,May,-,1528,1532,
HKT,Flight,International,2013,June,-,1473,1470,
HKT,Flight,International,2013,July,-,1673,1676,
HKT,Flight,International,2013,August,-,1751,1754,
HKT,Flight,International,2013,September,-,1591,1582,
HKT,Flight,International,2013,October,-,1692,1698,
HKT,Flight,International,2013,November,-,1737,1715,
HKT,Flight,International,2013,December,-,1825,1803,
HKT,Flight,Domestic,2013,January,-,1323,1336,
HKT,Flight,Domestic,2013,Febuary,-,1239,1258,
HKT,Flight,Domestic,2013,March,-,1323,1333,
HKT,Flight,Domestic,2013,April,-,1288,1291,
HKT,Flight,Domestic,2013,May,-,1341,1339,
HKT,Flight,Domestic,2013,June,-,1336,1337,
HKT,Flight,Domestic,2013,July,-,1402,1400,
HKT,Flight,Domestic,2013,August,-,1406,1405,
HKT,Flight,Domestic,2013,September,-,1327,1332,
HKT,Flight,Domestic,2013,October,-,1358,1354,
HKT,Flight,Domestic,2013,November,-,1325,1344,
HKT,Flight,Domestic,2013,December,-,1480,1493,
HKT,Freight,International,2013,January,-,418,1214,0
HKT,Freight,International,2013,Febuary,-,443,1089,0
HKT,Freight,International,2013,March,-,580,913,0
HKT,Freight,International,2013,April,-,477,683,0
HKT,Freight,International,2013,May,-,440,881,0
HKT,Freight,International,2013,June,-,419,610,20
HKT,Freight,International,2013,July,-,378,553,37
HKT,Freight,International,2013,August,-,396,663,604
HKT,Freight,International,2013,September,-,533,746,51
HKT,Freight,International,2013,October,-,756,715,15
HKT,Freight,International,2013,November,-,1085,887,0
HKT,Freight,International,2013,December,-,813,967,0
HKT,Freight,Domestic,2013,January,-,995,794,0
HKT,Freight,Domestic,2013,Febuary,-,917,872,0
HKT,Freight,Domestic,2013,March,-,976,750,0
HKT,Freight,Domestic,2013,April,-,759,509,0
HKT,Freight,Domestic,2013,May,-,723,490,0
HKT,Freight,Domestic,2013,June,-,607,463,0
HKT,Freight,Domestic,2013,July,-,664,433,0
HKT,Freight,Domestic,2013,August,-,664,380,0
HKT,Freight,Domestic,2013,September,-,673,468,0
HKT,Freight,Domestic,2013,October,-,774,735,0
HKT,Freight,Domestic,2013,November,-,791,995,0
HKT,Freight,Domestic,2013,December,-,876,926,0
HKT,City,International,2013,-,Singapore,475890,482686,
HKT,City,International,2013,-,Kuala Lumpur,370447,368957,
HKT,City,International,2013,-,Seoul/Incheon,305308,310148,
HKT,City,International,2013,-,Hong Kong,293613,293436,
HKT,City,International,2013,-,Shanghai/Pudong,158231,162540,
HKT,City,International,2013,-,Chongqing,131919,131125,
HKT,City,International,2013,-,Chengdu,129559,128288,
HKT,City,International,2013,-,Domodedovo,94192,97912,
HKT,City,International,2013,-,Abu Dhabi,87442,92370,
HKT,City,International,2013,-,Dubai,83847,86456,
HKT,City,International,2013,-,Others,1057214,1026958,
HKT,City,Domestic,2013,-,Suvarnabhumi,1249816,1288005,
HKT,City,Domestic,2013,-,Don Mueang,896054,886729,
HKT,City,Domestic,2013,-,Chiang Mai,1689388,138930,
HKT,City,Domestic,2013,-,Samui,77645,83226,
HKT,City,Domestic,2013,-,Udon Thani,52644,51746,
HKT,City,Domestic,2013,-,U-Tapao,17191,16994,
HKT,City,Domestic,2013,-,Surat Thani,13668,15482,
HKT,City,Domestic,2013,-,Krabi,475,4,
HKT,City,Domestic,2013,-,Hat Yai,149,0,
HKT,City,Domestic,2013,-,Hua Hin,57,39,
HKT,City,Domestic,2013,-,Others,64,25,
HKT,Passenger,International,2014,January,-,349453,349520,294
HKT,Passenger,International,2014,Febuary,-,322496,345345,339
HKT,Passenger,International,2014,March,-,291004,326273,9
HKT,Passenger,International,2014,April,-,268015,284813,161
HKT,Passenger,International,2014,May,-,212183,230525,4
HKT,Passenger,International,2014,June,-,192151,194854,135
HKT,Passenger,International,2014,July,-,223302,218905,146
HKT,Passenger,International,2014,August,-,235789,250314,368
HKT,Passenger,International,2014,September,-,214207,202283,12
HKT,Passenger,International,2014,October,-,260499,242562,482
HKT,Passenger,International,2014,November,-,285696,279239,265
HKT,Passenger,International,2014,December,-,343245,299382,777
HKT,Passenger,Domestic,2014,January,-,232485,239179,61
HKT,Passenger,Domestic,2014,Febuary,-,212731,230114,0
HKT,Passenger,Domestic,2014,March,-,209350,224790,260
HKT,Passenger,Domestic,2014,April,-,221113,220577,287
HKT,Passenger,Domestic,2014,May,-,175589,191116,166
HKT,Passenger,Domestic,2014,June,-,152151,151021,0
HKT,Passenger,Domestic,2014,July,-,190985,177790,117
HKT,Passenger,Domestic,2014,August,-,219299,232182,87
HKT,Passenger,Domestic,2014,September,-,174060,168567,0
HKT,Passenger,Domestic,2014,October,-,223778,224239,506
HKT,Passenger,Domestic,2014,November,-,219355,213643,87
HKT,Passenger,Domestic,2014,December,-,251403,219251,112
HKT,Flight,International,2014,January,-,1984,1970,
HKT,Flight,International,2014,Febuary,-,1805,1802,
HKT,Flight,International,2014,March,-,1803,1819,
HKT,Flight,International,2014,April,-,1769,1772,
HKT,Flight,International,2014,May,-,1607,1611,
HKT,Flight,International,2014,June,-,1431,1455,
HKT,Flight,International,2014,July,-,1498,1526,
HKT,Flight,International,2014,August,-,1550,1576,
HKT,Flight,International,2014,September,-,1474,1465,
HKT,Flight,International,2014,October,-,1674,1677,
HKT,Flight,International,2014,November,-,1813,1813,
HKT,Flight,International,2014,December,-,2000,1984,
HKT,Flight,Domestic,2014,January,-,1504,1521,
HKT,Flight,Domestic,2014,Febuary,-,1366,1375,
HKT,Flight,Domestic,2014,March,-,1446,1433,
HKT,Flight,Domestic,2014,April,-,1463,1459,
HKT,Flight,Domestic,2014,May,-,1461,1450,
HKT,Flight,Domestic,2014,June,-,1347,1327,
HKT,Flight,Domestic,2014,July,-,1419,1388,
HKT,Flight,Domestic,2014,August,-,1479,1456,
HKT,Flight,Domestic,2014,September,-,1430,1436,
HKT,Flight,Domestic,2014,October,-,1538,1543,
HKT,Flight,Domestic,2014,November,-,1520,1519,
HKT,Flight,Domestic,2014,December,-,1602,1614,
HKT,Freight,International,2014,January,-,809,1547,0
HKT,Freight,International,2014,Febuary,-,640,1032,0
HKT,Freight,International,2014,March,-,1163,1270,0
HKT,Freight,International,2014,April,-,648,979,0
HKT,Freight,International,2014,May,-,639,1073,0
HKT,Freight,International,2014,June,-,760,957,0
HKT,Freight,International,2014,July,-,609,885,0
HKT,Freight,International,2014,August,-,569,887,0
HKT,Freight,International,2014,September,-,653,892,0
HKT,Freight,International,2014,October,-,725,976,0
HKT,Freight,International,2014,November,-,1106,1329,0
HKT,Freight,International,2014,December,-,830,1653,0
HKT,Freight,Domestic,2014,January,-,836,1062,0
HKT,Freight,Domestic,2014,Febuary,-,748,989,0
HKT,Freight,Domestic,2014,March,-,847,1605,1
HKT,Freight,Domestic,2014,April,-,811,575,0
HKT,Freight,Domestic,2014,May,-,723,576,0
HKT,Freight,Domestic,2014,June,-,655,617,0
HKT,Freight,Domestic,2014,July,-,752,464,0
HKT,Freight,Domestic,2014,August,-,505,362,0
HKT,Freight,Domestic,2014,September,-,629,540,0
HKT,Freight,Domestic,2014,October,-,732,518,0
HKT,Freight,Domestic,2014,November,-,817,734,0
HKT,Freight,Domestic,2014,December,-,847,708,0
HKT,City,International,2014,-,Singapore,466531,468606,
HKT,City,International,2014,-,Kuala Lumpur,350532,353262,
HKT,City,International,2014,-,Hong Kong,294026,293527,
HKT,City,International,2014,-,Seoul/Incheon,248342,253368,
HKT,City,International,2014,-,Shanghai/Pudong,215884,216189,
HKT,City,International,2014,-,Chengdu,134569,133922,
HKT,City,International,2014,-,Chongqing,113784,123153,
HKT,City,International,2014,-,Domodedovo,103809,103488,
HKT,City,International,2014,-,Dubai,97690,106194,
HKT,City,International,2014,-,Abu Dhabi,82603,88988,
HKT,City,International,2014,-,Others,1090270,1083318,
HKT,City,Domestic,2014,-,Suvarnabhumi,1156001,1208183,
HKT,City,Domestic,2014,-,Don Mueang,996052,987603,
HKT,City,Domestic,2014,-,Chiang Mai,177164,141564,
HKT,City,Domestic,2014,-,Samui,79277,83887,
HKT,City,Domestic,2014,-,Udon Thani,51804,51647,
HKT,City,Domestic,2014,-,U-Tapao,17458,17314,
HKT,City,Domestic,2014,-,Surat Thani,3900,2107,
HKT,City,Domestic,2014,-,Hat Yai,161,0,
HKT,City,Domestic,2014,-,Nakorn Si Thammarat,143,0,
HKT,City,Domestic,2014,-,Krabi,12,124,
HKT,City,Domestic,2014,-,Others,327,40,